,nom,prix,description,composition,conseils_de_lavage,url
185,Blouse à fronces SOLANGE en Lin imprimé - Sienne,"168,00€","
Blouse froncée en gaze de Lin lavée - Sienne
- Blouse manche 3/4
- Encolure froncée
- Col ouvert en V avec lien à nouer
- Bas de manche froncé
- Imprimé Louise exclusif fait en France
",100% Gaze de Lin (85g/m2) imprimée et lavée,"['- Laver en machine maximum 40° avec un essorage doux', '- Il est conseillé de faire sécher votre vêtement sur un cintre et de ne pas le repasser pour éviter de lui enlever son aspect froissé naturel', '- À chaque lavage votre chemise sera de plus en plus douce']",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2430-10786-blouse-fronce-manches-trois-quarts-gaze-lin-solange-terre-sienne.html#/143-taille-34
186,Robe midi sans manches MARIE en Lin - Bombay,"158,00€","

Robe sans manche iconique en gaze de Lin lavée - Rose Bombay
- Décolleté V
- Plis religieux sur le buste
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2343-10350-robe-midi-sans-manches-marie-gaze-lin-rose-bombay.html#/141-taille-s
187,Robe midi sans manches MARIE en Lin - Bombay,"158,00€","

Robe sans manche iconique en gaze de Lin lavée - Rose Bombay
- Décolleté V
- Plis religieux sur le buste
- Poches cotés cachées dans les coutures
- Longueur midi
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2343-10350-robe-midi-sans-manches-marie-gaze-lin-rose-bombay.html#/141-taille-s
188,Blouse manches 3/4 SALOMÉ en Lin - Orange,"138,00€","
Blouse en gaze de Lin lavée - Orange
- Manche 3/4
- Plis religieux sur le haut des manches
- Décolleté arrondi et noué
- Poignet boutonné par un bouton fantaisie doré
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2411-10711-blouse-manches-trois-quarts-gaze-lin-salome-orange.html#/143-taille-34
189,Blouse manches 3/4 SALOMÉ en Lin - Orange,"138,00€","
Blouse en gaze de Lin lavée - Orange
- Manche 3/4
- Plis religieux sur le haut des manches
- Décolleté arrondi et noué
- Poignet boutonné par un bouton fantaisie doré
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2411-10711-blouse-manches-trois-quarts-gaze-lin-salome-orange.html#/143-taille-34
190,Blouse manches 3/4 SALOMÉ en Lin - Blanc,"138,00€","
Blouse en gaze de Lin lavée - Blanche
- Manche 3/4
- Plis religieux sur le haut des manches
- Décolleté arrondi et noué
- Poignet boutonné par un bouton fantaisie doré
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2405-10669-blouse-manches-trois-quarts-gaze-lin-salome-blanc.html#/143-taille-34
191,Blouse manches 3/4 SALOMÉ en Lin - Blanc,"138,00€","
Blouse en gaze de Lin lavée - Blanche
- Manche 3/4
- Plis religieux sur le haut des manches
- Décolleté arrondi et noué
- Poignet boutonné par un bouton fantaisie doré
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2405-10669-blouse-manches-trois-quarts-gaze-lin-salome-blanc.html#/143-taille-34
192,Robe courte sans manches SARAH en Lin - Orange,"178,00€","
Robe courte sans manches Sarah en gaze de Lin - Orange
- Doublure
- Décolleté en V
- Découpe dos et petit côté avec fronces
- Plis religieux piqués sur le buste
- Taille légèrement cintrée
- Poches cachées dans les coutures côté
- Longueur genoux
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2357-10432-robe-courte-sans-manches-sarah-gaze-lin-orange.html#/143-taille-34
193,Robe courte sans manches SARAH en Lin - Orange,"178,00€","
Robe courte sans manches Sarah en gaze de Lin - Orange
- Doublure
- Décolleté en V
- Découpe dos et petit côté avec fronces
- Plis religieux piqués sur le buste
- Taille légèrement cintrée
- Poches cachées dans les coutures côté
- Longueur genoux
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2357-10432-robe-courte-sans-manches-sarah-gaze-lin-orange.html#/143-taille-34
194,Robe courte sans manches SARAH en Lin - Green,"178,00€","
Robe courte sans manches Sarah en gaze de Lin - Vert Green
- Doublure
- Décolleté en V
- Découpe dos et petit côté avec fronces
- Plis religieux piqués sur le buste
- Taille légèrement cintrée
- Poches cachées dans les coutures côté
- Longueur genoux
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2354-10411-robe-courte-sans-manches-sarah-gaze-lin-vert-green.html#/143-taille-34
195,Robe courte sans manches SARAH en Lin - Green,"178,00€","
Robe courte sans manches Sarah en gaze de Lin - Vert Green
- Doublure
- Décolleté en V
- Découpe dos et petit côté avec fronces
- Plis religieux piqués sur le buste
- Taille légèrement cintrée
- Poches cachées dans les coutures côté
- Longueur genoux
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2354-10411-robe-courte-sans-manches-sarah-gaze-lin-vert-green.html#/143-taille-34
196,Pantalon droit SAGAN en Lin - Régate,"164,00€","
Pantalon coupe droite en Lin moyen lavé - Bleu Régate
- Jambe large
- Taille élastiquée à l'arrière
- Poches avant plaquées boutonnées
- Deux poches arrières passepoilées et boutonnées
- Passants pour ceinture
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2241-9630-pantalon-coupe-droite-sagan-lin-moyen-bleu-regate.html#/143-taille-34
197,Pantalon droit SAGAN en Lin - Régate,"164,00€","
Pantalon coupe droite en Lin moyen lavé - Bleu Régate
- Jambe large
- Taille élastiquée à l'arrière
- Poches avant plaquées boutonnées
- Deux poches arrières passepoilées et boutonnées
- Passants pour ceinture
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2241-9630-pantalon-coupe-droite-sagan-lin-moyen-bleu-regate.html#/143-taille-34
198,Pantalon droit SAGAN en Lin - Encre,"164,00€","

Pantalon coupe droite en Lin moyen lavé - Bleu Encre
- Jambe large
- Taille élastiquée à l'arrière
- Poches avant plaquées boutonnées
- Deux poches arrières passepoilées et boutonnées
- Passants pour ceinture
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2236-9595-pantalon-coupe-droite-sagan-lin-moyen-bleu-encre.html#/143-taille-34
199,Pantalon droit SAGAN en Lin - Encre,"164,00€","

Pantalon coupe droite en Lin moyen lavé - Bleu Encre
- Jambe large
- Taille élastiquée à l'arrière
- Poches avant plaquées boutonnées
- Deux poches arrières passepoilées et boutonnées
- Passants pour ceinture
",100% Lin Moyen (180g/m²),"['- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira""]",https://zyga.fr/pantalons-shorts-femme-lin-printemps-ete/2236-9595-pantalon-coupe-droite-sagan-lin-moyen-bleu-encre.html#/143-taille-34
200,Robe maxi nouée épaule SHIRLEY en Lin - Orange,"168,00€","
Robe longue à bretelle nouée sur l'épaule en Gaze de Lin - Orange
- Emmanchure Américaine
- Fronces devant et dos
- Poches dans les coutures côté
- Fentes cotés
- Longueur cheville
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2384-11246-robe-longue-nouee-shirley-gaze-lin-orange.html#/140-taille-xs
201,Robe maxi nouée épaule SHIRLEY en Lin - Orange,"168,00€","
Robe longue à bretelle nouée sur l'épaule en Gaze de Lin - Orange
- Emmanchure Américaine
- Fronces devant et dos
- Poches dans les coutures côté
- Fentes cotés
- Longueur cheville
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2384-11246-robe-longue-nouee-shirley-gaze-lin-orange.html#/140-taille-xs
202,Blouse manche 3/4 SALOMÉ en Lin imprimé  - Dragée,"168,00€","
Blouse en gaze de Lin lavée et imprimée - Dragée
- Manche 3/4
- Plis religieux sur le haut des manches
- Décolleté arrondi et noué
- Poignet boutonné par un bouton fantaisie doré
- Imprimé exclusif ""Helen"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2443-10857-blouse-imprime-manches-trois-quarts-gaze-lin-salome-rose-dragee.html#/143-taille-34
203,Blouse manche 3/4 SALOMÉ en Lin imprimé  - Dragée,"168,00€","
Blouse en gaze de Lin lavée et imprimée - Dragée
- Manche 3/4
- Plis religieux sur le haut des manches
- Décolleté arrondi et noué
- Poignet boutonné par un bouton fantaisie doré
- Imprimé exclusif ""Helen"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2443-10857-blouse-imprime-manches-trois-quarts-gaze-lin-salome-rose-dragee.html#/143-taille-34
204,Chemise sans manche SULLY en Lin imprimé - Olive,"168,00€","
Chemise sans manche à fronces en gaze de Lin imprimée et lavée - Vert Olive
- Décolleté ras du coup
- Boutonnage décalé à l'encolure avec bouton doré
- Empiècement épaule et dos
- Fronces dos et devant
- Imprimé exclusif ""Georgia"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2455-10917-chemise-imprimee-fronce-sans-manches-sully-gaze-lin-vert-olive.html#/143-taille-34
205,Chemise sans manche SULLY en Lin imprimé - Olive,"168,00€","
Chemise sans manche à fronces en gaze de Lin imprimée et lavée - Vert Olive
- Décolleté ras du coup
- Boutonnage décalé à l'encolure avec bouton doré
- Empiècement épaule et dos
- Fronces dos et devant
- Imprimé exclusif ""Georgia"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2455-10917-chemise-imprimee-fronce-sans-manches-sully-gaze-lin-vert-olive.html#/143-taille-34
206,Robe courte sans manches SARAH en Lin - Blanc,"178,00€","
Robe courte sans manches Sarah en gaze de Lin - Blanc
- Doublure
- Décolleté en V
- Découpe dos et petit côté avec fronces
- Plis religieux piqués sur le buste
- Taille légèrement cintrée
- Poches cachées dans les coutures côté
- Longueur genoux
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2351-10390-robe-courte-sans-manches-sarah-gaze-lin-blanc.html#/143-taille-34
207,Robe courte sans manches SARAH en Lin - Blanc,"178,00€","
Robe courte sans manches Sarah en gaze de Lin - Blanc
- Doublure
- Décolleté en V
- Découpe dos et petit côté avec fronces
- Plis religieux piqués sur le buste
- Taille légèrement cintrée
- Poches cachées dans les coutures côté
- Longueur genoux
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2351-10390-robe-courte-sans-manches-sarah-gaze-lin-blanc.html#/143-taille-34
208,Blouse à fronces SOLANGE en Lin - Sienne,"138,00€","
Blouse froncée en gaze de Lin lavée - Sienne
- Blouse manche 3/4
- Encolure froncée
- Col ouvert en V avec lien à nouer
- Bas de manche froncé
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2473-11052-chemise-100lin.html#/143-taille-34
209,Blouse à fronces SOLANGE en Lin - Sienne,"138,00€","
Blouse froncée en gaze de Lin lavée - Sienne
- Blouse manche 3/4
- Encolure froncée
- Col ouvert en V avec lien à nouer
- Bas de manche froncé
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2473-11052-chemise-100lin.html#/143-taille-34
210,Blouse à fronces SOLANGE en Lin - Noir,"138,00€","
Blouse froncée en gaze de Lin lavée - Noire
- Blouse manche 3/4
- Encolure froncée
- Col ouvert en V avec lien à nouer
- Bas de manche froncé
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2469-11024-blouse-fronce-manches-trois-quarts-gaze-lin-solange-noire.html#/143-taille-34
211,Blouse à fronces SOLANGE en Lin - Noir,"138,00€","
Blouse froncée en gaze de Lin lavée - Noire
- Blouse manche 3/4
- Encolure froncée
- Col ouvert en V avec lien à nouer
- Bas de manche froncé
",100% Gaze de Lin (85g/m2),"['Entretien :', '- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2469-11024-blouse-fronce-manches-trois-quarts-gaze-lin-solange-noire.html#/143-taille-34
212,Robe courte à volants SOLÉ en Lin - Encre,"168,00€","
Robe courte à volants en Lin Léger lavé - Bleu Encre
- Poche poitrine côté gauche
- Col rond ouvert en V
- Manches aux coudes
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2308-10098-robe-courte-volants-sole-lin-leger-bleu-encre.html#/143-taille-34
213,Robe courte à volants SOLÉ en Lin - Encre,"168,00€","
Robe courte à volants en Lin Léger lavé - Bleu Encre
- Poche poitrine côté gauche
- Col rond ouvert en V
- Manches aux coudes
",100% Lin Léger (135g/m²),"['Entretien :', '- Lavage en machine à 40° maximum avec un essorage doux', ""- Il est conseillé de repasser votre vêtement à l'envers, encore humide."", ""- À chaque lavage votre vêtement s'adoucira.""]",https://zyga.fr/Robes-femme-lin-printemps-ete/2308-10098-robe-courte-volants-sole-lin-leger-bleu-encre.html#/143-taille-34
214,Chemise sans manche SULLY en Lin imprimé - Encre,"168,00€","
Chemise sans manche à fronces en gaze de Lin imprimée et lavée - Bleu Encre
- Décolleté ras du coup
- Boutonnage décalé à l'encolure avec bouton doré
- Empiècement épaule et dos
- Fronces dos et devant
- Imprimé exclusif ""Georgia"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2454-10910-chemise-imprimee-fronce-sans-manches-sully-gaze-lin-bleu-encre.html#/143-taille-34
215,Chemise sans manche SULLY en Lin imprimé - Encre,"168,00€","
Chemise sans manche à fronces en gaze de Lin imprimée et lavée - Bleu Encre
- Décolleté ras du coup
- Boutonnage décalé à l'encolure avec bouton doré
- Empiècement épaule et dos
- Fronces dos et devant
- Imprimé exclusif ""Georgia"" fait en Italie
",100% Gaze de Lin (85g/m2),"['- Lavage en machine, 40° maximum avec un essorage doux', '- Il est conseillé de faire sécher votre écharpe étendue afin de garder son aspect froissé naturel', ""- Votre création s'adoucira à chaque lavage""]",https://zyga.fr/Chemises-tops-femme-lin-printemps-ete/2454-10910-chemise-imprimee-fronce-sans-manches-sully-gaze-lin-bleu-encre.html#/143-taille-34
